household,lat,long,Strain,wt90,wt120,wt150,wt180,sex,country
ETG2069,13.7025141064078,39.6408933307976,Sasso,968.498168498169,1386.08058608059,1672.72727272727,1838.01652892562,Female,Ethiopia
ETG2069,13.7025141064078,39.6408933307976,Sasso,950.769230769231,1366.15384615385,2600,3862.06896551724,Male,Ethiopia
ETG2070,13.6929816666667,39.6409733333333,Kuroiler,638.383838383838,1244.44444444444,1720,2052.94117647059,Female,Ethiopia
ETG2071,13.6944083333333,39.6481916666667,S-RIR ,795.670995670996,276.190476190476,588.761904761905,1226.47058823529,Female,Ethiopia
ETG2071,13.6944083333333,39.6481916666667,S-RIR ,728.282828282828,1122.22222222222,1214.36559139785,1131.78494623656,Male,Ethiopia
ETG2073,13.691975,39.6400216666667,Kuroiler,664.462809917355,763.636363636364,1017.14285714286,1398.31932773109,Female,Ethiopia
ETG2074,13.7869545,39.6025765,Sasso,914.285714285714,1342.85714285714,1449.94879672299,1545.95494111623,Female,Ethiopia
ETG2075,13.7162433333333,39.6580783333333,S-RIR ,865.564738292011,1165.15151515152,1351.61290322581,1727.27272727273,Female,Ethiopia
ETG2076,13.7026116666667,39.6446866666667,S-RIR ,528.754208754209,645.925925925926,885.925925925926,1211.11111111111,Female,Ethiopia
ETG2077,13.7047283333333,39.6402016666667,Kuroiler,895.454545454545,1850,2263.33333333333,2383.82352941176,Female,Ethiopia
ETG2078,13.7016283333333,39.6547483333333,S-RIR ,592.424242424242,1183.33333333333,1315.55555555556,1676.47058823529,Female,Ethiopia
ETG2079,13.705155,39.6452766666667,Kuroiler,737.741046831956,1039.39393939394,1329.44444444444,1423.28042328042,Female,Ethiopia
ETG2080,13.7022333333333,39.644405,Kuroiler,818.181818181818,1500,2098.33333333333,2132.35294117647,Female,Ethiopia
ETG2081,13.7782583333333,39.464105,Horro,802.702702702703,667.111111111111,774.586894586895,668.172043010753,Female,Ethiopia
ETG2081,13.7782583333333,39.464105,Horro,708.648648648649,707.428571428571,988.142857142857,1268.85714285714,Male,Ethiopia
ETG2082,13.7774766666667,39.4641183333333,Koekoek,738.505747126437,710.740740740741,844.155405405405,814.144736842105,Female,Ethiopia
ETG2082,13.7774766666667,39.4641183333333,Koekoek,791.666666666667,745.37037037037,1004.62962962963,1263.88888888889,Male,Ethiopia
ETG2083,13.7841433333333,39.460015,Koekoek,824.137931034483,848.148148148148,1238.73873873874,1700,Female,Ethiopia
ETG2083,13.7841433333333,39.460015,Koekoek,852.490421455939,822.839506172839,1352.16049382716,1881.48148148148,Male,Ethiopia
ETG2084,13.78158,39.4441366666667,Koekoek,812.931034482759,725,811.148648648649,1319.85294117647,Female,Ethiopia
ETG2084,13.78158,39.4441366666667,Koekoek,908.103448275862,758.333333333333,841.666666666667,925,Male,Ethiopia
ETG2085,13.7819633333333,39.44477,Koekoek,562.162162162162,616,871.666666666667,1040.625,Female,Ethiopia
ETG2085,13.7819633333333,39.44477,Koekoek,635.544635544636,682.708333333333,1176.45833333333,1670.20833333333,Male,Ethiopia
ETG2086,13.77959,39.46169,S-RIR ,843.934426229508,1107.86885245902,1763.50877192982,2061.90476190476,Female,Ethiopia
ETG2086,13.77959,39.46169,S-RIR ,855.737704918033,1111.47540983607,1896.49122807018,2159.64912280702,Male,Ethiopia
ETG2087,13.779955,39.4594616666667,Kuroiler,865.324858757062,1350.49435028249,1965.27777777778,2023,Female,Ethiopia
ETG2087,13.779955,39.4594616666667,Kuroiler,830.014124293785,1188.06497175141,1927.77777777778,2011.11111111111,Male,Ethiopia
ETG2088,13.77681,39.4611383333333,Kuroiler,917.231638418079,1239.26553672316,1590.09009009009,1860.36036036036,Male,Ethiopia
ETG2088,13.77681,39.4611383333333,Kuroiler,791.666666666667,1041.66666666667,1703.4749034749,1791.66666666667,Female,Ethiopia
ETG2089,13.7772433333333,39.4643766666667,Koekoek,794.137931034483,783.333333333333,916.666666666667,1050,Male,Ethiopia
ETG2089,13.7772433333333,39.4643766666667,Koekoek,817.816091954023,668.518518518519,697.297297297297,756.140350877193,Female,Ethiopia
ETG2090,13.781105,39.4602416666667,Kuroiler,734.722222222222,943.055555555556,1742.32804232804,1800,Female,Ethiopia
ETG2090,13.781105,39.4602416666667,Kuroiler,922.460317460317,1320.07936507937,1810.18518518519,1740.74074074074,Male,Ethiopia
ETG2091,13.77821,39.4666416666667,Koekoek,850.859950859951,627.5,763.333333333333,1020.96774193548,Female,Ethiopia
ETG2091,13.77821,39.4666416666667,Koekoek,695.945945945946,778.75,816.25,853.75,Male,Ethiopia
ETG2092,NA,NA,Kuroiler,1142.71186440678,1488.47457627119,1659.45945945946,2091.66666666667,Male,Ethiopia
ETG2092,NA,NA,Kuroiler,931.83615819209,1278.44632768362,1917.41741741742,2213.88888888889,Female,Ethiopia
ETG2093,13.7847416666667,39.4594033333333,S-RIR ,793.163265306122,973,1240.78947368421,1701.11111111111,Female,Ethiopia
ETG2093,13.7847416666667,39.4594033333333,S-RIR ,819.285714285714,1023.33333333333,1110.83333333333,1198.33333333333,Male,Ethiopia
ETG2094,13.7857733333333,39.448885,Koekoek,698.4375,796.212121212121,802.837837837838,1220.40540540541,Female,Ethiopia
ETG2094,13.7857733333333,39.448885,Koekoek,708.854166666667,830.30303030303,1012.12121212121,1193.93939393939,Male,Ethiopia
ETG2095,13.792255,39.4660483333333,Koekoek,659.0625,848.030303030303,752.702702702703,1168.24324324324,Female,Ethiopia
ETG2095,13.792255,39.4660483333333,Koekoek,688.541666666667,918.813131313131,831.691919191919,744.570707070707,Male,Ethiopia
ETG2096,13.7823983333333,39.4609466666667,Koekoek,692.1875,960.606060606061,1033.51351351351,1236.21621621622,Female,Ethiopia
ETG2096,13.7823983333333,39.4609466666667,Koekoek,747.045454545455,998.181818181818,1107.27272727273,1216.36363636364,Male,Ethiopia
ETG2098,13.783895,39.4596666666667,S-RIR ,913.115646258503,1215.63025210084,1679.25696594427,1978.44012605042,Female,Ethiopia
ETG2098,13.783895,39.4596666666667,S-RIR ,913.87012987013,1363.63636363636,2454.54545454545,3545.45454545455,Male,Ethiopia
ETG2099,13.7820433333333,39.44742,Koekoek,836.227180527383,877.777777777778,1122.22222222222,1366.66666666667,Male,Ethiopia
ETG2099,13.7820433333333,39.44742,Koekoek,1018.62068965517,872.222222222222,1125,1594.95798319328,Female,Ethiopia
ETG2100,13.7780816666667,39.4657783333333,Koekoek,721.09375,978.787878787879,1001.51515151515,1024.24242424242,Male,Ethiopia
ETG2100,13.7780816666667,39.4657783333333,Koekoek,728.669507575758,1026.76767676768,871.621621621622,1195.94594594595,Female,Ethiopia
ETG2101,13.7794483333333,39.4615933333333,Koekoek,746.683046683047,797.222222222222,1008.94308943089,1019.58333333333,Female,Ethiopia
ETG2101,13.7794483333333,39.4615933333333,Koekoek,732.432432432432,878.333333333333,1461.66666666667,2045,Male,Ethiopia
ETG2102,13.7767883333333,39.4614366666667,Koekoek,850.919540229885,838.888888888889,1227.77777777778,1616.66666666667,Male,Ethiopia
ETG2102,13.7767883333333,39.4614366666667,Koekoek,854.827586206897,814.444444444444,1100.34398034398,1178.94736842105,Female,Ethiopia
ETG2103,13.782925,39.4498266666667,Koekoek,813.448275862069,934.444444444444,1380.54054054054,1976.47058823529,Female,Ethiopia
ETG2103,13.782925,39.4498266666667,Koekoek,831.034482758621,938.271604938272,1283.95061728395,1629.62962962963,Male,Ethiopia
ETG2104,13.7796966666667,39.460915,Koekoek,678.753443526171,933.854166666667,906.510416666667,879.166666666667,Male,Ethiopia
ETG2104,13.7796966666667,39.460915,Koekoek,624.65564738292,747.321428571429,737.837837837838,876.833976833977,Female,Ethiopia
ETG2105,13.7813666666667,39.460955,Koekoek,689.099702380952,1077.90404040404,1183.44594594595,1122.63513513514,Female,Ethiopia
ETG2105,13.7813666666667,39.460955,Koekoek,759.943181818182,1162.67217630854,1320.52341597796,1478.37465564738,Male,Ethiopia
ETG2106,13.7811833333333,39.4487366666667,Koekoek,790.915119363395,875,1500,2125,Male,Ethiopia
ETG2106,13.7811833333333,39.4487366666667,Koekoek,761.007957559682,777.435897435897,1020.54054054054,1412.10084033613,Female,Ethiopia
ETG2107,13.7624066666667,39.4788083333333,Horro,670.810810810811,736,936.410256410256,1219.01515151515,Female,Ethiopia
ETG2107,13.7624066666667,39.4788083333333,Horro,697.458172458172,761.666666666667,1161.66666666667,1561.66666666667,Male,Ethiopia
ETG2108,13.7639083333333,39.48343,Koekoek,605.729166666667,988.888888888889,1030,1180,Female,Ethiopia
ETG2108,13.7639083333333,39.48343,Koekoek,712.239583333333,1072.39057239057,1256.73400673401,1441.07744107744,Male,Ethiopia
ETG2109,13.769575,39.480885,Koekoek,762.237762237762,823.918269230769,946.052631578947,1074.34210526316,Female,Ethiopia
ETG2109,13.769575,39.480885,Koekoek,775.454545454545,892.5,1061.25,1230,Male,Ethiopia
ETG2110,13.7690683333333,39.4799916666667,Kuroiler,719.152542372881,836.101694915254,1483.33333333333,2099.27536231884,Female,Ethiopia
ETG2110,13.7690683333333,39.4799916666667,Kuroiler,880.677966101695,1117.1186440678,1500,1884.61538461538,Male,Ethiopia
ETG2111,13.76391,39.4793883333333,S-RIR ,1102.94117647059,1184.86842105263,612.5,40.1315789473686,Male,Ethiopia
ETG2111,13.76391,39.4793883333333,S-RIR ,1052.01680672269,1241.35338345865,1384.19913419913,2000,Female,Ethiopia
ETG2112,13.7651166666667,39.47953,S-RIR ,937.450980392157,1063.59649122807,958.333333333333,853.070175438596,Male,Ethiopia
ETG2112,13.7651166666667,39.47953,S-RIR ,858.325791855204,1107.69230769231,1342.28896103896,2009.93788819876,Female,Ethiopia
ETG2113,13.7684216666667,39.4813933333333,Kuroiler,1150.67796610169,1537.1186440678,961.666666666667,2736.66666666667,Male,Ethiopia
ETG2113,13.7684216666667,39.4813933333333,Kuroiler,1021.24293785311,1329.71751412429,974.40522875817,1941.23188405797,Female,Ethiopia
ETG2114,13.7699866666667,39.4793533333333,Horro,695.855855855856,657.333333333333,789.74358974359,1003.0303030303,Female,Ethiopia
ETG2114,13.7699866666667,39.4793533333333,Horro,741.531531531532,818.666666666667,808.666666666667,798.666666666667,Male,Ethiopia
ETG2115,13.7676933333333,39.4841266666667,Horro,649.54954954955,580,795.726495726496,1047.47474747475,Female,Ethiopia
ETG2115,13.7676933333333,39.4841266666667,Horro,678.304668304668,666,636,606,Male,Ethiopia
ETG2116,13.7645833333333,39.48279,Kuroiler,1196.2962962963,1645.37037037037,1989.25,2170,Female,Ethiopia
ETG2117,13.7625533333333,39.48401,S-RIR ,905.882352941176,1254.28571428571,1832.85714285714,2411.42857142857,Male,Ethiopia
ETG2117,13.7625533333333,39.48401,S-RIR ,837.81512605042,1070.76923076923,1678.80769230769,2115.71428571429,Female,Ethiopia
ETG2118,13.7627466666667,39.479115,Koekoek,762.162162162162,775,944.444444444444,1060.60606060606,Female,Ethiopia
ETG2118,13.7627466666667,39.479115,Koekoek,801.261261261261,1014.16666666667,1489.16666666667,1964.16666666667,Male,Ethiopia
ETG2119,13.7684433333333,39.4817016666667,S-RIR ,1063.52941176471,1273.68421052632,800,326.315789473684,Male,Ethiopia
ETG2119,13.7684433333333,39.4817016666667,S-RIR ,896.638655462185,1069.37799043062,1389.73829201102,1922.82608695652,Female,Ethiopia
ETG2120,13.7682466666667,39.4808266666667,S-RIR ,1281.2030075188,897.744360902256,1293.83116883117,1972.82608695652,Female,Ethiopia
ETG2121,13.323975,39.1753183333333,Sasso,904.442970822281,1925,1886,1548.27586206897,Female,Ethiopia
ETG2121,13.323975,39.1753183333333,Sasso,931.034482758621,2000,2095.23809523809,2190.47619047619,Male,Ethiopia
ETG2123,13.32179,39.171975,S-RIR ,901.948717948718,1087.07692307692,1533.69369369369,2517.41935483871,Female,Ethiopia
ETG2123,13.32179,39.171975,S-RIR ,1018.13333333333,1340.8,1939.63963963964,3061.29032258065,Male,Ethiopia
ETG2125,13.3243966666667,39.1731016666667,Kuroiler,856.370656370656,1212.54826254826,1490.54054054054,1638.09523809524,Female,Ethiopia
ETG2125,13.3243966666667,39.1731016666667,Kuroiler,976.412776412776,1310.56511056511,1587.38738738739,1769.84126984127,Male,Ethiopia
ETG2126,13.32622,39.173955,S-RIR ,851.293759512938,1113.85083713851,1494.59459459459,2100.390625,Female,Ethiopia
ETG2126,13.32622,39.173955,S-RIR ,985.294462006791,1367.45111813605,1859.45945945946,2537.5,Male,Ethiopia
ETG2127,13.3254066666667,39.1743666666667,Sasso,984.48275862069,2200,2259.11330049261,2318.22660098522,Male,Ethiopia
ETG2127,13.3254066666667,39.1743666666667,Sasso,905.254515599343,2033.33333333333,2091.25,2114.48275862069,Female,Ethiopia
ETG2129,13.3268383333333,39.1742416666667,S-RIR ,1014.3509458578,1405.74037834312,1875.67567567568,2464.375,Female,Ethiopia
ETG2129,13.3268383333333,39.1742416666667,S-RIR ,1145.92302674494,1684.08349641226,2337.58043758044,3139.58333333333,Male,Ethiopia
ETG2130,13.32187,39.1709283333333,Kuroiler,1027.36842105263,1311.57894736842,1782.22222222222,2683.22580645161,Female,Ethiopia
ETG2131,13.327805,39.17495,Kuroiler,1026.49613899614,1387.74131274131,1906.56370656371,2630.35714285714,Female,Ethiopia
ETG2131,13.327805,39.17495,Kuroiler,1131.27413127413,1652.50965250965,2091.89189189189,2341.875,Male,Ethiopia
ETG2132,13.3228383333333,39.175045,Kuroiler,1123.78378378378,1553.51351351351,1872.43243243243,2001.25,Male,Ethiopia
ETG2132,13.3228383333333,39.175045,Kuroiler,979.70893970894,1165.88357588358,1356.89189189189,1596.93080357143,Female,Ethiopia
ETG2133,13.3259466666667,39.1697933333333,Sasso,1186.05442176871,1788.09523809524,2310,2079.31034482759,Female,Ethiopia
ETG2136,13.3283316666667,39.174875,Sasso,983.908045977012,2066.66666666667,2296.55172413793,2526.4367816092,Male,Ethiopia
ETG2136,13.3283316666667,39.174875,Sasso,943.448275862069,2040,1968.7962962963,1981.99233716475,Female,Ethiopia
ETG2137,13.3239016666667,39.1744616666667,Kuroiler,1040.15444015444,1376.06177606178,1609.25925925926,1750.50505050505,Female,Ethiopia
ETG2138,13.3221516666667,39.1713683333333,S-RIR ,942.456140350877,1287.19298245614,1864.44444444444,3000,Male,Ethiopia
ETG2138,13.3221516666667,39.1713683333333,S-RIR ,904.306220095694,1171.05263157895,1625.92592592593,2524.7311827957,Female,Ethiopia
ETG2140,13.323065,39.17423,Koekoek,763.174603174603,1248.03418803419,1980.56244830438,2779.56989247312,Female,Ethiopia
ETG2144,13.32456,39.173655,Sasso,1214.28571428571,2050,2282.14285714286,2514.28571428571,Male,Ethiopia
ETG2144,13.32456,39.173655,Sasso,1016.46825396825,1977.77777777778,1461.33333333333,2391.95402298851,Female,Ethiopia
ETG2146,13.3243333333333,39.17353,Kuroiler,893.527020924281,1220.48773144664,1563.20166320166,1963.28125,Female,Ethiopia
ETG2146,13.3243333333333,39.17353,Kuroiler,1073.05936073059,1429.22374429224,1702.7027027027,1865.625,Male,Ethiopia
ETG2147,13.3244166666667,39.1746783333333,S-RIR ,847.259259259259,1082.81481481481,1393.82716049383,1905.01792114695,Female,Ethiopia
ETG2149,13.3250716666667,39.173945,S-RIR ,976.363147998926,1390.54525919957,1837.83783783784,2338.83928571429,Female,Ethiopia
ETG2149,13.3250716666667,39.173945,S-RIR ,987.149380300065,1454.85975212003,2272.97297297297,3580,Male,Ethiopia
ETG2150,13.32394,39.1676566666667,Kuroiler,842.374517374517,1136.77606177606,1587.83783783784,2391.93548387097,Male,Ethiopia
ETG2150,13.32394,39.1676566666667,Kuroiler,665.722453222453,671.179833679834,1013.51351351351,2081.72043010753,Female,Ethiopia
ETG2151,13.32613,39.170755,S-RIR ,912,1140.23529411765,1664.86486486486,2776.03686635945,Female,Ethiopia
ETG2151,13.32613,39.170755,S-RIR ,1143.2380952381,1608,2241.44144144144,3187.09677419355,Male,Ethiopia
ETG2152,13.323895,39.1702666666667,S-RIR ,777.198879551821,946.946778711485,1260,1930.32258064516,Female,Ethiopia
ETG2152,13.323895,39.1702666666667,S-RIR ,809.777777777778,996.444444444444,1370.37037037037,2225.8064516129,Male,Ethiopia
ETG2154,13.3245916666667,39.1747983333333,Koekoek,749.659863945578,1241.11111111111,2096.23655913979,3338.17204301075,Female,Ethiopia
ETG2155,13.3231783333333,39.1757083333333,Koekoek,788.095238095238,1097.77777777778,1597.84946236559,2307.52688172043,Female,Ethiopia
ETG2156,13.324815,39.1684733333333,Sasso,1054.97737556561,1957.50663129973,2067.32095490716,2177.13527851459,Male,Ethiopia
ETG2156,13.324815,39.1684733333333,Sasso,1082.10784313726,1805.74712643678,1961.33333333333,2036.7816091954,Female,Ethiopia
ETG2157,13.326465,39.1705766666667,Kuroiler,1165.86666666667,1577.86666666667,2084.44444444444,2787.09677419355,Male,Ethiopia
ETG2157,13.326465,39.1705766666667,Kuroiler,949.445887445887,1262.95238095238,1789.68253968254,2828.57142857143,Female,Ethiopia
ETG2160,13.3233116666667,39.16992,Sasso,1103.92156862745,1901.37931034483,1935.2,2126.20689655172,Female,Ethiopia
ETG2160,13.3233116666667,39.16992,Sasso,1126.83823529412,1874.13793103448,2223.27586206897,2572.41379310345,Male,Ethiopia
ETG2161,13.2235383333333,39.1640483333333,Koekoek,1428.57142857143,1571.42857142857,1714.28571428571,2216.12903225806,Female,Ethiopia
ETG2162,13.2235883333333,39.1631616666667,Horro,734.69387755102,955.102040816327,1431.74603174603,2344.44444444444,Male,Ethiopia
ETG2162,13.2235883333333,39.1631616666667,Horro,650,770,1317.61904761905,1857.14285714286,Female,Ethiopia
ETG2163,13.2249616666667,39.1596766666667,Kuroiler,918.241758241758,1205,1326.25,1988.01652892562,Male,Ethiopia
ETG2163,13.2249616666667,39.1596766666667,Kuroiler,833.333333333333,1087.5,1256.15384615385,1856.20629370629,Female,Ethiopia
ETG2164,13.225195,39.1631866666667,S-RIR ,701.5,898.857142857143,1054.28571428571,1475,Female,Ethiopia
ETG2164,13.225195,39.1631866666667,S-RIR ,691.692307692308,876,1233.125,1679.22794117647,Male,Ethiopia
ETG2165,13.2338883333333,39.16683,Koekoek,759.090909090909,1210.60606060606,1695.77922077922,2159.25925925926,Male,Ethiopia
ETG2165,13.2338883333333,39.16683,Koekoek,669.230769230769,1023.07692307692,1378.02197802198,2017.66381766382,Female,Ethiopia
ETG2166,13.2250716666667,39.1567216666667,S-RIR ,690.47619047619,885,1445.16129032258,1779.79797979798,Male,Ethiopia
ETG2166,13.2250716666667,39.1567216666667,S-RIR ,619.510489510489,772.727272727273,976.612903225806,1550.75757575758,Female,Ethiopia
ETG2167,13.2238616666667,39.16457,S-RIR ,623.920595533499,786.206896551724,1175.33333333333,1587.70424836601,Female,Ethiopia
ETG2167,13.2238616666667,39.16457,S-RIR ,639.516129032258,770.785440613027,1281.80555555556,1803.83403361345,Male,Ethiopia
ETG2168,13.2249633333333,39.163035,Kuroiler,706.896551724138,1198.75,1618.75,1910.81932773109,Female,Ethiopia
ETG2168,13.2249633333333,39.163035,Kuroiler,1056.25615763547,1585,1740.2380952381,2115.54621848739,Male,Ethiopia
ETG2170,13.228435,39.17521,Koekoek,1258.93772893773,1295.75091575092,1489.23076923077,1951.92307692308,Female,Ethiopia
ETG2170,13.228435,39.17521,Koekoek,1055.15151515152,1377.87878787879,1766.92307692308,2198.07692307692,Male,Ethiopia
ETG2172,13.2248566666667,39.173615,Koekoek,924.292929292929,1456.86868686869,1844.54545454545,2115,Male,Ethiopia
ETG2172,13.2248566666667,39.173615,Koekoek,774.505494505494,1168.46153846154,1507.14285714286,1903.33333333333,Female,Ethiopia
ETG2173,13.2322233333333,39.1669333333333,Kuroiler,978.046218487395,1369.12442396313,1824.30264778325,1756.88725490196,Female,Ethiopia
